Name,sleeper_id,Pos,Team,exp,bd,age,espn_id,clean_name,Bye,ESPN,ECR,ADP,Yahoo,Sleeper,Rank
Tony Creecy,2875,RB,FA,10,1992-05-22,33.3,NA,NA,,999,999,999,999,999.0,2056
Jordan Gay,1741,P,FA,7,1990-03-29,35.4,NA,NA,,999,999,999,999,999.0,2057
Matthew Trickett,11532,K,FA,1,1999-09-23,25.9,NA,NA,,999,999,999,999,999.0,2058
Jeff King,87,TE,FA,8,1983-02-19,42.5,NA,NA,,999,999,999,999,999.0,2059
Sean McKeon,6964,TE,IND,5,1997-12-28,27.7,4036275,sean mckeon,11,999,999,999,999,999.0,2060
Marion Grice,2048,RB,FA,2,1992-04-10,33.4,NA,NA,,999,999,999,999,999.0,2061
Kedon Slovis,11648,QB,ARI,1,2001-04-11,24.4,NA,NA,8,999,999,999,999,999.0,2062
Duplicate Player,5109,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,2063
Joe Licata,3863,QB,FA,0,1992-11-16,32.8,NA,NA,,999,999,999,999,999.0,2064
Louis Murphy,396,WR,FA,11,1987-05-11,38.3,NA,NA,,999,999,999,999,999.0,2065
Chase Dixon,2272,TE,FA,1,1991-05-30,34.3,NA,NA,,999,999,999,999,999.0,2066
Carlton Mitchell,534,WR,FA,4,1988-04-06,37.4,NA,NA,,999,999,999,999,999.0,2067
Brandon Gibson,496,WR,FA,7,1987-08-31,38.0,NA,NA,,999,999,999,999,999.0,2068
Richie Brockel,1014,TE,FA,10,1986-07-24,39.1,NA,NA,,999,999,999,999,999.0,2069
Carlton Agudosi,4522,WR,FA,5,1994-02-01,31.6,NA,NA,,999,999,999,999,999.0,2070
Phillip Brooks,12254,WR,FA,1,1999-09-19,26.0,NA,NA,,999,999,999,999,999.0,2071
Darius Davis,2925,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,2072
Josh Gable,6754,K,FA,0,1990-09-12,35.0,NA,NA,,999,999,999,999,999.0,2073
Mitchell Trubisky,3976,QB,BUF,8,1994-08-20,31.0,3039707,mitchell trubisky,7,999,450,450,999,999.0,2074
Kevin Foelsch,12215,TE,FA,1,2001-04-13,24.4,NA,NA,,999,999,999,999,999.0,2075
Brennan Eagles,7584,WR,FA,1,,,-16021,eagles d/st,,999,999,999,999,999.0,2076
Jordan Leslie,3063,WR,FA,7,1991-10-31,33.8,NA,NA,,999,999,999,999,999.0,2077
Matt Corral,8164,QB,FA,2,1999-01-31,26.6,4362874,matt corral,,999,999,999,999,999.0,2078
Andy Tanner,173,WR,FA,2,1988-05-16,37.3,NA,NA,,999,999,999,999,999.0,2079
Rashad Ross,1724,WR,FA,7,1990-02-02,35.6,NA,NA,,999,999,999,999,999.0,2080
Martellus Bennett,40,TE,FA,12,1987-03-10,38.5,NA,NA,,999,999,999,999,999.0,2081
Torrey Smith,826,WR,FA,11,1989-01-26,36.6,NA,NA,,999,999,999,999,999.0,2082
Daryl Richardson,1265,RB,FA,8,1990-04-12,35.4,NA,NA,,999,999,999,999,999.0,2083
M Harris,1771,WR,FA,1,1989-03-01,36.5,NA,NA,,999,999,999,999,999.0,2084
Marchie Murdock,5207,WR,FA,4,1995-01-07,30.7,NA,NA,,999,999,999,999,999.0,2085
Roland Rivers,7897,QB,FA,1,,,NA,NA,,999,999,999,999,999.0,2086
Savon Scarver,8700,WR,FA,1,,,NA,NA,,999,999,999,999,999.0,2087
Tommy Bohanon,1369,FB,FA,9,1990-09-10,35.0,NA,NA,,999,999,999,999,999.0,2088
Michael Cox,1491,RB,FA,2,1988-11-14,36.8,NA,NA,,999,999,999,999,999.0,2089
David Grinnage,3472,TE,FA,6,1994-02-24,31.5,NA,NA,,999,999,999,999,999.0,2090
LaMichael James,1225,RB,FA,8,1989-10-22,35.9,NA,NA,,999,999,999,999,999.0,2091
Josh Vann,11329,WR,FA,1,2000-03-10,25.5,NA,NA,,999,999,999,999,999.0,2092
Braxton Deaver,3856,TE,FA,0,1992-05-08,33.3,NA,NA,,999,999,999,999,999.0,2093
Jamire Jordan,6524,WR,FA,3,,,NA,NA,,999,999,999,999,999.0,2094
Chris Manhertz,3048,TE,NYG,10,1992-04-10,33.4,2531358,chris manhertz,14,999,999,999,999,999.0,2095
Ezekiel Elliott,3164,RB,FA,9,1995-07-22,30.1,3051392,ezekiel elliott,,999,999,999,999,999.0,2096
Nick Easley,6227,WR,FA,3,1997-01-14,28.6,NA,NA,,999,999,999,999,999.0,2097
Lavelle Hawkins,151,WR,FA,7,1986-07-12,39.1,NA,NA,,999,999,999,999,999.0,2098
Jordan Payton,3310,WR,FA,6,1993-09-01,32.0,NA,NA,,999,999,999,999,999.0,2099
Julius Thomas,874,TE,FA,9,1988-06-27,37.2,NA,NA,,999,999,999,999,999.0,2100
K.J. Costello,8087,QB,FA,1,1997-06-07,28.2,NA,NA,,999,999,999,999,999.0,2101
Will Grier,5903,QB,DAL,6,1995-04-03,30.4,NA,NA,10,999,999,999,999,999.0,2102
Chase Claypool,6886,WR,FA,4,1998-07-07,27.2,4046692,chase claypool,,999,999,999,999,999.0,2103
Connor Hamlett,2732,TE,FA,7,1992-04-12,33.4,NA,NA,,999,999,999,999,999.0,2104
Cam Newton,954,QB,FA,11,1989-05-11,36.3,NA,NA,,999,999,999,999,999.0,2105
Tyler Ferguson,4704,QB,FA,5,1994-01-07,31.7,NA,NA,,999,999,999,999,999.0,2106
Quinshad Davis,3711,WR,FA,0,1994-05-24,31.3,NA,NA,,999,999,999,999,999.0,2107
Josh Williams,12787,RB,TB,0,2001-06-09,24.2,4568024,josh williams,9,999,999,999,999,999.0,2108
Charlie Taumoepeau,6932,TE,FA,2,1998-03-25,27.4,NA,NA,,999,999,999,999,999.0,2109
Josh Morgan,222,WR,FA,8,1985-06-20,40.2,NA,NA,,999,999,999,999,999.0,2110
Matt Prater,17,K,FA,19,1984-08-10,41.1,11122,matt prater,,999,999,999,999,999.0,2111
Malik Williams,5144,RB,FA,4,1996-06-20,29.2,NA,NA,,999,999,999,999,999.0,2112
Teagan Quitoriano,8227,TE,ATL,3,2000-03-15,25.5,4374045,teagan quitoriano,5,999,999,999,999,999.0,2113
Tiyon Evans,9223,RB,FA,1,2001-06-17,24.2,NA,NA,,999,999,999,999,999.0,2114
Phillip Tanner,906,RB,FA,3,1988-08-08,37.1,NA,NA,,999,999,999,999,999.0,2115
Jaquarii Roberson,8232,WR,FA,1,1998-07-28,27.1,NA,NA,,999,999,999,999,999.0,2116
Marques Colston,201,WR,FA,14,1983-06-05,42.2,NA,NA,,999,999,999,999,999.0,2117
Garrett Hartley,11,K,FA,7,1986-05-16,39.3,NA,NA,,999,999,999,999,999.0,2118
Sy Barnett,11111,WR,FA,1,1997-12-05,27.7,NA,NA,,999,999,999,999,999.0,2119
Jaelen Strong,2375,WR,FA,5,1994-01-25,31.6,NA,NA,,999,999,999,999,999.0,2120
Anthony Dable,3148,WR,FA,6,1988-09-25,36.9,NA,NA,,999,999,999,999,999.0,2121
Cameron Clear,2898,TE,FA,10,1993-02-25,32.5,NA,NA,,999,999,999,999,999.0,2122
Steve Johnson,108,WR,FA,12,1986-07-22,39.1,NA,NA,,999,999,999,999,999.0,2123
Dredrick Snelson,6362,WR,FA,3,1998-03-28,27.4,NA,NA,,999,999,999,999,999.0,2124
John Rhys Plumlee,11859,QB,FA,1,2001-01-02,24.7,NA,NA,,999,999,999,999,999.0,2125
Evan Spencer,2488,WR,FA,5,1993-05-26,32.3,NA,NA,,999,999,999,999,999.0,2126
Braedon Bowman,3547,TE,FA,6,1994-01-30,31.6,NA,NA,,999,999,999,999,999.0,2127
Kyle Philips,8171,WR,FA,3,1999-06-17,26.2,4367175,kyle philips,,999,999,999,999,999.0,2128
Matt Colburn,6385,RB,FA,3,1997-07-27,28.1,NA,NA,,999,999,999,999,999.0,2129
Marcus Easley,999,WR,FA,10,1987-11-02,37.8,NA,NA,,999,999,999,999,999.0,2130
Shayne Graham,758,K,FA,20,1977-12-09,47.7,NA,NA,,999,999,999,999,999.0,2131
Thaddeus Lewis,1022,QB,FA,10,1987-11-19,37.8,NA,NA,,999,999,999,999,999.0,2132
Francis Owusu,4879,WR,FA,3,1994-12-27,30.7,NA,NA,,999,999,999,999,999.0,2133
Garrett Dickerson,5756,TE,FA,4,1995-12-30,29.7,NA,NA,,999,999,999,999,999.0,2134
Casey Bauman,11848,QB,FA,1,2000-05-18,25.3,NA,NA,,999,999,999,999,999.0,2135
Michael Vick,461,QB,FA,19,1980-06-26,45.2,NA,NA,,999,999,999,999,999.0,2136
Ramel Keyton,11885,WR,FA,1,2000-09-14,25.0,4426399,ramel keyton,,999,999,999,999,999.0,2137
Steven Dunbar,5391,WR,FA,4,1995-12-19,29.7,NA,NA,,999,999,999,999,999.0,2138
Dante Rosario,86,TE,FA,9,1984-10-25,40.9,NA,NA,,999,999,999,999,999.0,2139
KJ Hill,6866,WR,LAC,2,1997-09-15,28.0,NA,NA,12,999,999,999,999,999.0,2140
Andrew Gleichert,2756,TE,FA,10,1992-01-13,33.6,NA,NA,,999,999,999,999,999.0,2141
Mike Hartline,3026,QB,FA,,,,NA,NA,,999,999,999,999,999.0,2142
Austin Seibert,6219,K,FA,6,1996-11-15,28.8,3821683,austin seibert,,999,999,999,999,999.0,2143
Ryan Lindley,1221,QB,FA,8,1989-06-22,36.2,NA,NA,,999,999,999,999,999.0,2144
Austin Carr,4416,WR,FA,5,1993-12-25,31.7,NA,NA,,999,999,999,999,999.0,2145
Saeed Blacknall,5135,WR,FA,4,1996-03-17,29.5,NA,NA,,999,999,999,999,999.0,2146
Cam Johnson,12086,WR,FA,1,1999-04-12,26.4,NA,NA,,999,999,999,999,999.0,2147
Phillip Sims,2651,QB,FA,10,1992-08-15,33.0,NA,NA,,999,999,999,999,999.0,2148
Sean Culkin,4660,TE,FA,5,1993-06-11,32.2,NA,NA,,999,999,999,999,999.0,2149
Isaiah Hodgins,6920,WR,FA,5,1998-10-21,26.9,4242540,isaiah hodgins,,999,999,999,999,999.0,2150
Henry Krieger-Coble,3485,TE,FA,6,1992-06-12,33.2,NA,NA,,999,999,999,999,999.0,2151
Mitch Mathews,3516,WR,FA,6,1991-04-15,34.4,NA,NA,,999,999,999,999,999.0,2152
Jacob Warren,12118,TE,FA,1,2000-04-13,25.4,NA,NA,,999,999,999,999,999.0,2153
Germone Hopper,4827,WR,FA,5,1993-10-22,31.9,NA,NA,,999,999,999,999,999.0,2154
Zander Horvath,8428,RB,FA,2,1998-12-10,26.7,4260406,zander horvath,,999,999,999,999,999.0,2155
Keshawn Martin,1102,WR,FA,8,1990-03-15,35.5,NA,NA,,999,999,999,999,999.0,2156
Silas Bolden,12880,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,2157
Pharoah McKever,5280,TE,FA,4,1994-02-04,31.6,NA,NA,,999,999,999,999,999.0,2158
Chad Kelly,4051,QB,FA,5,1994-03-26,31.4,NA,NA,,999,999,999,999,999.0,2159
Taylor McNamara,4563,TE,FA,5,1994-08-12,31.1,NA,NA,,999,999,999,999,999.0,2160
Buddy Howell,5271,RB,FA,4,1996-03-27,29.4,NA,NA,,999,999,999,999,999.0,2161
Rashaad Penny,4985,RB,FA,6,1996-02-02,29.6,3139925,rashaad penny,,999,999,999,999,999.0,2162
Phazahn Odom,4725,TE,FA,5,1994-06-08,31.2,NA,NA,,999,999,999,999,999.0,2163
Brandon Burks,3810,RB,FA,6,1993-11-01,31.8,NA,NA,,999,999,999,999,999.0,2164
Lee Ward,2945,RB,FA,10,1991-11-07,33.8,NA,NA,,999,999,999,999,999.0,2165
Ronnie Shields,3100,TE,FA,1,1991-12-15,33.7,NA,NA,,999,999,999,999,999.0,2166
Traeshon Holden,12849,WR,DAL,0,2001-08-12,24.1,NA,NA,10,999,999,999,999,999.0,2167
Danny Woodhead,735,RB,FA,12,1985-01-25,40.6,NA,NA,,999,999,999,999,999.0,2168
Jimmy Graham,616,TE,FA,14,1986-11-24,38.8,13232,jimmy graham,,999,999,999,999,999.0,2169
Mason Kinsey,7436,WR,TEN,5,1998-08-29,27.0,4057082,mason kinsey,10,999,999,999,999,999.0,2170
Brisly Estime,4434,WR,FA,5,1992-12-10,32.7,NA,NA,,999,999,999,999,999.0,2171
Gannon Sinclair,3045,TE,FA,7,1993-02-05,32.6,NA,NA,,999,999,999,999,999.0,2172
Zurlon Tipton,1976,RB,FA,6,1990-04-27,35.3,NA,NA,,999,999,999,999,999.0,2173
Connor Neighbors,2923,RB,FA,10,1991-12-13,33.7,NA,NA,,999,999,999,999,999.0,2174
Zach Line,1693,FB,FA,9,1990-04-26,35.4,NA,NA,,999,999,999,999,999.0,2175
Davon Grayson,5176,WR,FA,4,1995-09-05,30.0,NA,NA,,999,999,999,999,999.0,2176
Brad Sorensen,1481,QB,FA,7,1988-03-13,37.5,NA,NA,,999,999,999,999,999.0,2177
Lacoltan Bester,1943,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,2178
Fred Trevillion,6701,WR,FA,3,1994-10-13,30.9,NA,NA,,999,999,999,999,999.0,2179
Brandon Reilly,4541,WR,FA,5,1993-09-24,31.9,NA,NA,,999,999,999,999,999.0,2180
Alex Barnes,6031,RB,FA,3,1996-10-27,28.8,NA,NA,,999,999,999,999,999.0,2181
Brandon Williams,1696,CB,FA,6,1992-09-09,33.0,NA,NA,,999,999,999,999,999.0,2182
Ronald Awatt,11182,RB,FA,1,1997-10-30,27.8,NA,NA,,999,999,999,999,999.0,2183
Kai De La Cruz,3030,WR,FA,,,,NA,NA,,999,999,999,999,999.0,2184
Xavier Guillory,13042,WR,FA,0,2001-07-13,24.1,NA,NA,,999,999,999,999,999.0,2185
Marquez Stevenson,7556,WR,FA,2,1998-03-26,27.4,NA,NA,,999,999,999,999,999.0,2186
Kamar Aiken,794,WR,FA,11,1989-05-30,36.3,NA,NA,,999,999,999,999,999.0,2187
Donnel Pumphrey,4178,RB,FA,5,1994-12-06,30.7,NA,NA,,999,999,999,999,999.0,2188
Jared Dangerfield,3462,WR,FA,9,1992-08-09,33.1,NA,NA,,999,999,999,999,999.0,2189
Chris Carson,4273,RB,FA,5,1994-09-16,31.0,NA,NA,,999,999,999,999,999.0,2190
Garrett Graham,543,TE,FA,10,1986-08-04,39.1,NA,NA,,999,999,999,999,999.0,2191
KeVonn Mabon,4708,WR,FA,5,1993-10-02,31.9,NA,NA,,999,999,999,999,999.0,2192
Joe Horn,6692,WR,FA,3,1994-09-16,31.0,NA,NA,,999,999,999,999,999.0,2193
Chris Tyree,13043,WR,FA,0,2001-12-05,23.7,NA,NA,,999,999,999,999,999.0,2194
Reggie Brown,13160,TE,FA,0,,,NA,NA,,999,999,999,999,999.0,2195
Casey Pierce,2637,TE,FA,1,1991-08-21,34.0,NA,NA,,999,999,999,999,999.0,2196
Justin Sinz,2886,TE,FA,10,1991-11-03,33.8,NA,NA,,999,999,999,999,999.0,2197
Darius Prince,5799,WR,FA,10,1990-04-23,35.4,NA,NA,,999,999,999,999,999.0,2198
Landon Lenoir,8705,WR,FA,1,1998-08-11,27.1,NA,NA,,999,999,999,999,999.0,2199
Duplicate Player,5755,TE,FA,2,1996-02-23,29.5,NA,NA,,999,999,999,999,999.0,2200
Jaxon Shipley,2654,WR,FA,1,1992-07-17,33.1,NA,NA,,999,999,999,999,999.0,2201
Damaris Johnson,1030,WR,FA,8,1989-11-22,35.8,NA,NA,,999,999,999,999,999.0,2202
Shaun Suisham,763,K,FA,12,1981-12-29,43.7,NA,NA,,999,999,999,999,999.0,2203
JJ Laap,12231,WR,FA,1,2001-01-28,24.6,NA,NA,,999,999,999,999,999.0,2204
Ben Sims,11082,TE,GB,2,2000-05-16,25.3,4373030,ben sims,5,999,999,999,999,999.0,2205
Alec Holler,12085,TE,FA,1,1999-07-19,26.1,NA,NA,,999,999,999,999,999.0,2206
OJ Hiliare,12033,WR,FA,1,2001-02-12,24.6,NA,NA,,999,999,999,999,999.0,2207
Mataeo Durant,8233,RB,FA,1,1999-12-04,25.7,4360406,mataeo durant,,999,999,999,999,999.0,2208
Kaden Davis,8755,WR,CLE,3,1998-09-25,26.9,5065495,kaden davis,9,999,999,999,999,999.0,2209
Tre Mosley,12392,WR,FA,1,2001-09-25,23.9,NA,NA,,999,999,999,999,999.0,2210
Devin Ross,5292,WR,FA,5,1995-08-12,30.1,NA,NA,,999,999,999,999,999.0,2211
Brayden Narveson,11949,K,FA,1,1999-09-28,25.9,4361765,brayden narveson,,999,999,999,999,999.0,2212
Brandon Pettigrew,465,TE,FA,11,1985-02-23,40.5,NA,NA,,999,999,999,999,999.0,2213
Adam Drake,3033,WR,FA,,,,NA,NA,,999,999,999,999,999.0,2214
James Robinson,6955,RB,FA,4,1998-08-09,27.1,4052042,james robinson,,999,999,999,999,999.0,2215
Kevin Ogletree,405,WR,FA,5,1987-08-05,38.1,NA,NA,,999,999,999,999,999.0,2216
Nick Fitzgerald,6606,QB,FA,3,1996-01-14,29.6,NA,NA,,999,999,999,999,999.0,2217
Kerryon Johnson,5068,RB,FA,4,1997-06-30,28.2,NA,NA,,999,999,999,999,999.0,2218
T.J. Jones,2121,WR,FA,8,1992-07-19,33.1,NA,NA,,999,999,999,999,999.0,2219
George Campbell,7387,WR,FA,2,1996-10-27,28.8,NA,NA,,999,999,999,999,999.0,2220
Isaiah Wooden,11941,WR,FA,1,2000-02-03,25.6,NA,NA,,999,999,999,999,999.0,2221
Austin Davis,1200,QB,FA,10,1989-06-02,36.2,NA,NA,,999,999,999,999,999.0,2222
Isaiah Crowell,1901,RB,FA,8,1993-01-08,32.6,NA,NA,,999,999,999,999,999.0,2223
Mike Tolbert,182,FB,FA,12,1985-11-23,39.8,NA,NA,,999,999,999,999,999.0,2224
Kelvin Taylor,3366,RB,FA,6,1993-09-28,31.9,NA,NA,,999,999,999,999,999.0,2225
Jawill Davis,5175,WR,FA,4,1995-04-06,30.4,NA,NA,,999,999,999,999,999.0,2226
Jester Weah,5261,WR,FA,4,1995-02-07,30.6,NA,NA,,999,999,999,999,999.0,2227
Aca'Cedric Ware,6187,RB,FA,3,1997-06-29,28.2,NA,NA,,999,999,999,999,999.0,2228
Matt Bryant,127,K,FA,20,1975-05-29,50.3,NA,NA,,999,999,999,999,999.0,2229
Robert Tonyan,4602,TE,KC,8,1994-04-30,31.3,2975674,robert tonyan,10,999,999,999,999,999.0,2230
Dazz Newsome,7586,WR,FA,2,1999-05-15,26.3,NA,NA,,999,999,999,999,999.0,2231
Duplicate Player,2924,TE,FA,1,1993-02-05,32.6,NA,NA,,999,999,999,999,999.0,2232
Taywan Taylor,4125,WR,FA,5,1995-03-02,30.5,NA,NA,,999,999,999,999,999.0,2233
Eric Saubert,4189,TE,SEA,8,1994-05-09,31.3,2975863,eric saubert,8,999,999,999,999,999.0,2234
David Ausberry,882,TE,FA,5,1987-09-25,37.9,NA,NA,,999,999,999,999,999.0,2235
Elijah Holyfield,5919,RB,FA,4,1997-11-30,27.8,NA,NA,,999,999,999,999,999.0,2236
Karel Hamilton,4364,WR,FA,5,1995-03-30,30.4,NA,NA,,999,999,999,999,999.0,2237
Rob Kelley,3657,RB,FA,6,1992-10-03,32.9,NA,NA,,999,999,999,999,999.0,2238
Preston Parker,620,WR,FA,10,1987-02-13,38.5,NA,NA,,999,999,999,999,999.0,2239
DeMichael Harris-DUP,8099,WR,FA,2,1998-07-12,27.1,NA,NA,,999,999,999,999,999.0,2240
Dennis Parks,3727,WR,FA,9,1994-07-27,31.1,NA,NA,,999,999,999,999,999.0,2241
Tony Stevens,4497,WR,FA,5,1995-03-14,30.5,NA,NA,,999,999,999,999,999.0,2242
Jaleel Scott,5005,WR,FA,4,1995-02-23,30.5,NA,NA,,999,999,999,999,999.0,2243
Stevan Ridley,811,RB,FA,11,1989-01-27,36.6,NA,NA,,999,999,999,999,999.0,2244
Lache Seastrunk,2101,RB,FA,1,1991-07-29,34.1,NA,NA,,999,999,999,999,999.0,2245
Kekoa Crawford,8825,WR,FA,2,1998-02-10,27.6,NA,NA,,999,999,999,999,999.0,2246
Brandon Powell,5695,WR,FA,7,1995-09-12,30.0,3115255,brandon powell,,999,999,999,999,999.0,2247
Mason Fairchild,12260,TE,FA,1,2001-08-30,24.0,NA,NA,,999,999,999,999,999.0,2248
Shannon Brooks,7104,RB,FA,0,,,NA,NA,,999,999,999,999,999.0,2249
Randall Telfer,2499,TE,FA,7,1992-05-16,33.3,NA,NA,,999,999,999,999,999.0,2250
Vincent Blanchard,12372,K,FA,1,,,NA,NA,,999,999,999,999,999.0,2251
Derrick Coleman,1716,FB,FA,10,1990-10-18,34.9,NA,NA,,999,999,999,999,999.0,2252
Tyler Gaffney,2189,RB,FA,8,1991-04-20,34.4,NA,NA,,999,999,999,999,999.0,2253
Monaray Baldwin,12852,WR,FA,0,2002-12-17,22.7,NA,NA,,999,999,999,999,999.0,2254
Eli Wilson,13100,TE,FA,0,,,NA,NA,,999,999,999,999,999.0,2255
Bernard Reedy,2175,WR,FA,8,1991-12-31,33.7,NA,NA,,999,999,999,999,999.0,2256
Leonard Taylor,11140,TE,FA,1,1999-08-26,26.0,NA,NA,,999,999,999,999,999.0,2257
Khalan Laborn,11176,RB,FA,1,1999-06-01,26.3,NA,NA,,999,999,999,999,999.0,2258
Keaontay Ingram,8221,RB,KC,3,1999-10-26,25.9,4362087,keaontay ingram,10,999,999,999,999,999.0,2259
Bailey Gaither,7885,WR,FA,2,1997-01-11,28.6,NA,NA,,999,999,999,999,999.0,2260
Treyton Pickering,12320,TE,FA,1,,,NA,NA,,999,999,999,999,999.0,2261
Quayvon Hicks,3646,RB,FA,5,1994-07-17,31.1,NA,NA,,999,999,999,999,999.0,2262
Max Brosmer,12775,QB,MIN,0,2001-03-28,24.4,NA,NA,6,999,999,999,999,999.0,2263
Patrick Herbert,12901,TE,JAC,0,,,NA,NA,8,999,999,999,999,999.0,2264
Dakota Caton,12291,WR,FA,1,,,NA,NA,,999,999,999,999,999.0,2265
Rico Bussey,7901,WR,FA,1,1998-02-25,27.5,NA,NA,,999,999,999,999,999.0,2266
Jonathan Amosa,1766,FB,FA,0,1990-10-16,34.9,NA,NA,,999,999,999,999,999.0,2267
James Proche,6957,WR,TEN,5,1996-09-21,28.9,3916204,james proche,10,999,999,999,999,999.0,2268
Brandon Allen,3357,QB,TEN,9,1992-09-05,33.0,2574511,brandon allen,10,999,999,999,999,999.0,2269
Damon Hazelton,7573,WR,FA,1,1997-02-28,28.5,NA,NA,,999,999,999,999,999.0,2270
Matthew Wright,6268,K,FA,6,1996-03-22,29.4,3128444,matthew wright,,999,999,999,999,999.0,2271
Willie Johnson,8881,WR,FA,1,1996-12-23,28.7,NA,NA,,999,999,999,999,999.0,2272
Richard Gordon,885,TE,FA,9,1987-06-07,38.2,NA,NA,,999,999,999,999,999.0,2273
Nathan Cottrell,7466,RB,FA,2,1996-08-02,29.1,NA,NA,,999,999,999,999,999.0,2274
Myles White,3050,WR,NYJ,3,1990-03-03,35.5,NA,NA,9,999,999,999,999,999.0,2275
Larry Donnell,1759,TE,FA,8,1988-11-01,36.8,NA,NA,,999,999,999,999,999.0,2276
Shane Leatherbury,7161,WR,FA,2,1997-12-10,27.7,NA,NA,,999,999,999,999,999.0,2277
Rodney Adams,4208,WR,FA,5,1994-09-15,31.0,NA,NA,,999,999,999,999,999.0,2278
Michael Campanaro,1866,WR,FA,6,1991-01-25,34.6,NA,NA,,999,999,999,999,999.0,2279
Connor Bazelak,12776,QB,TB,0,2000-09-22,24.9,NA,NA,9,999,999,999,999,999.0,2280
Jalen Greene,6685,WR,FA,3,1996-06-13,29.2,NA,NA,,999,999,999,999,999.0,2281
Devin Asiasi,6956,TE,FA,4,1997-08-14,28.0,NA,NA,,999,999,999,999,999.0,2282
TJ Thorpe,3918,WR,FA,0,1993-05-26,32.3,NA,NA,,999,999,999,999,999.0,2283
Dontrell Hilliard,5536,RB,FA,5,1995-02-26,30.5,NA,NA,,999,999,999,999,999.0,2284
Cam Phillips,5625,WR,FA,4,1995-12-16,29.7,NA,NA,,999,999,999,999,999.0,2285
Detrich Clark,5243,WR,FA,4,1994-02-15,31.5,NA,NA,,999,999,999,999,999.0,2286
Cethan Carter,4362,TE,FA,6,1995-09-05,30.0,NA,NA,,999,999,999,999,999.0,2287
Matt Blanchard,1738,QB,FA,2,1989-03-21,36.4,NA,NA,,999,999,999,999,999.0,2288
John Copenhaver,12905,TE,FA,0,,,NA,NA,,999,999,999,999,999.0,2289
Steven Wroblewski,4535,TE,FA,5,1992-11-20,32.8,NA,NA,,999,999,999,999,999.0,2290
Duke Johnson,2382,RB,FA,8,1993-09-23,31.9,NA,NA,,999,999,999,999,999.0,2291
Montee Ball,1454,RB,FA,3,1990-12-05,34.7,NA,NA,,999,999,999,999,999.0,2292
Anthony McFarland,6878,RB,FA,4,1999-03-04,26.5,4241941,anthony mcfarland,,999,999,999,999,999.0,2293
Bryn Renner,2007,QB,FA,6,1990-01-22,35.6,NA,NA,,999,999,999,999,999.0,2294
Trey Ragas,7993,RB,FA,1,1996-11-07,28.8,NA,NA,,999,999,999,999,999.0,2295
Thomas Rawls,2585,RB,FA,7,1993-08-03,32.1,NA,NA,,999,999,999,999,999.0,2296
D'Vonte Price,8184,RB,FA,1,1999-06-02,26.3,4244651,dvonte price,,999,999,999,999,999.0,2297
Roberto Aguayo,3201,K,FA,6,1994-05-17,31.3,NA,NA,,999,999,999,999,999.0,2298
Eli Jenkins,4665,QB,FA,5,1994-08-07,31.1,NA,NA,,999,999,999,999,999.0,2299
McCallan Castles,12070,TE,FA,1,1999-12-03,25.7,NA,NA,,999,999,999,999,999.0,2300
Shaq Hill,4613,WR,FA,5,1993-05-12,32.3,NA,NA,,999,999,999,999,999.0,2301
Monty Madaris,4367,WR,FA,5,1993-09-08,32.0,NA,NA,,999,999,999,999,999.0,2302
Romell Guerrier,6394,WR,FA,3,,,NA,NA,,999,999,999,999,999.0,2303
Andrew Bonnet,3572,FB,FA,6,1992-12-27,32.7,NA,NA,,999,999,999,999,999.0,2304
Amar Johnson,12928,RB,LAC,0,,,NA,NA,12,999,999,999,999,999.0,2305
Thomas Yassmin,12113,TE,LAC,1,1999-10-21,25.9,NA,NA,12,999,999,999,999,999.0,2306
Jahad Thomas,4576,RB,FA,5,1995-11-06,29.8,NA,NA,,999,999,999,999,999.0,2307
Jeremy Langford,2411,RB,FA,7,1991-12-06,33.7,NA,NA,,999,999,999,999,999.0,2308
Michael Cooper,3649,TE,FA,0,1992-10-21,32.9,NA,NA,,999,999,999,999,999.0,2309
Cary Angeline,7735,TE,FA,1,1997-09-07,28.0,NA,NA,,999,999,999,999,999.0,2310
Francis Owusu,1273,WR,FA,5,1994-12-27,30.7,NA,NA,,999,999,999,999,999.0,2311
Donnie Avery,104,WR,FA,7,1984-06-12,41.2,NA,NA,,999,999,999,999,999.0,2312
Marcus Lucas,2191,WR,FA,8,1992-03-01,33.5,NA,NA,,999,999,999,999,999.0,2313
Justin Johnson,6493,TE,FA,3,1996-11-08,28.8,NA,NA,,999,999,999,999,999.0,2314
Darren Fells,1592,TE,TB,9,1986-04-22,39.4,NA,NA,9,999,999,999,999,999.0,2315
Elkanah Dillon,6393,TE,FA,0,,,NA,NA,,999,999,999,999,999.0,2316
Jalen Richard,3868,RB,LV,6,1993-10-15,31.9,NA,NA,8,999,999,999,999,999.0,2317
Equanimeous St. Brown,5323,WR,FA,7,1996-09-30,28.9,3932442,equanimeous st brown,,999,999,999,999,999.0,2318
Nick Kallerup,13151,TE,SEA,0,,,NA,NA,8,999,999,999,999,999.0,2319
Daniel Thomas,806,RB,FA,4,1987-10-29,37.8,NA,NA,,999,999,999,999,999.0,2320
