Name,sleeper_id,Pos,Team,exp,bd,age,espn_id,clean_name,Bye,ESPN,ECR,ADP,Yahoo,Sleeper,Rank
Paul McRoberts,3470,WR,FA,6,1992-11-15,32.8,NA,NA,,999,999,999,999,999.0,1793
Tommy Stevens,7149,TE,NYG,2,1996-12-15,28.7,NA,NA,14,999,999,999,999,999.0,1794
Austin Johnson,1551,FB,FA,7,1989-06-16,36.2,NA,NA,,999,999,999,999,999.0,1795
Nolan Givan,8817,TE,FA,1,,,NA,NA,,999,999,999,999,999.0,1796
Josh Smith,5762,WR,FA,4,1994-03-24,31.4,NA,NA,,999,999,999,999,999.0,1797
Rob Blanchflower,1915,TE,FA,1,1990-06-08,35.2,NA,NA,,999,999,999,999,999.0,1798
William Fuller,3157,WR,FA,6,1994-04-16,31.4,NA,NA,,999,999,999,999,999.0,1799
Julius Chestnut,8254,RB,TEN,3,2000-10-26,24.8,4367567,julius chestnut,10,999,999,999,999,999.0,1800
Donnie Ernsberger,5288,TE,TEN,4,1996-10-13,28.9,NA,NA,10,999,999,999,999,999.0,1801
Blake Annen,1790,TE,FA,8,1991-05-28,34.3,NA,NA,,999,999,999,999,999.0,1802
Nikola Kalinic,8107,TE,CHI,3,1997-01-21,28.6,4916349,nikola kalinic,5,999,999,999,999,999.0,1803
Jordan Harris,6779,WR,FA,0,1991-12-08,33.7,NA,NA,,999,999,999,999,999.0,1804
Mark Sanchez,350,QB,FA,13,1986-11-11,38.8,NA,NA,,999,999,999,999,999.0,1805
Alex Quevedo,10858,K,FA,1,1999-05-14,26.3,NA,NA,,999,999,999,999,999.0,1806
Chase Coffman,352,TE,FA,11,1986-11-10,38.8,NA,NA,,999,999,999,999,999.0,1807
Ty Long,2650,P,FA,7,1993-04-06,32.4,NA,NA,,999,999,999,999,999.0,1808
Luke Stocker,963,TE,FA,11,1988-07-17,37.1,NA,NA,,999,999,999,999,999.0,1809
Ja'Marcus Bradley,7244,WR,FA,3,1996-12-11,28.7,NA,NA,,999,999,999,999,999.0,1810
Mikah Holder,5294,WR,FA,4,1996-01-26,29.6,NA,NA,,999,999,999,999,999.0,1811
Devine Redding,4519,RB,FA,5,1996-02-05,29.6,NA,NA,,999,999,999,999,999.0,1812
Lavon Coleman,5259,RB,FA,4,1994-12-10,30.7,NA,NA,,999,999,999,999,999.0,1813
George Winn,1681,RB,FA,7,1990-11-10,34.8,NA,NA,,999,999,999,999,999.0,1814
David Fales,2106,QB,FA,8,1990-10-04,34.9,NA,NA,,999,999,999,999,999.0,1815
Jason Huntley,7107,RB,FA,3,1998-04-20,27.4,NA,NA,,999,999,999,999,999.0,1816
Justin Rohrwasser,7121,K,FA,2,1996-12-07,28.7,NA,NA,,999,999,999,999,999.0,1817
Kelsey Young,3877,RB,FA,0,1993-05-04,32.3,NA,NA,,999,999,999,999,999.0,1818
Jerick McKinnon,2161,RB,FA,10,1992-05-03,33.3,16782,jerick mckinnon,,999,999,999,999,999.0,1819
Bailey Zappe,8157,QB,CLE,3,1999-04-26,26.4,4250360,bailey zappe,9,999,999,999,999,999.0,1820
Velus Jones,8223,WR,NO,3,1997-05-11,28.3,4035693,velus jones,11,999,999,999,999,999.0,1821
Terrance Williams,1490,WR,FA,9,1989-09-18,36.0,NA,NA,,999,999,999,999,999.0,1822
Lirim Hajrullahu,7094,K,FA,2,1990-04-24,35.4,NA,NA,,999,999,999,999,999.0,1823
Levi Norwood,2700,WR,FA,1,1992-06-16,33.2,NA,NA,,999,999,999,999,999.0,1824
Brian Herrien,7001,RB,FA,2,1998-02-07,27.6,NA,NA,,999,999,999,999,999.0,1825
Frank Gore,232,RB,FA,17,1983-05-14,42.3,4429805,frank gore,,999,999,999,999,999.0,1826
Marcus Peterson,5786,WR,FA,4,1992-03-20,33.5,NA,NA,,999,999,999,999,999.0,1827
Khari Blasingame,6379,FB,FA,6,1996-07-01,29.2,3122154,khari blasingame,,999,999,999,999,999.0,1828
Mike Weber,6159,RB,FA,3,1997-08-27,28.0,NA,NA,,999,999,999,999,999.0,1829
Dominique Brown,2820,RB,FA,10,1991-12-27,33.7,NA,NA,,999,999,999,999,999.0,1830
T.J. Simmons,7960,WR,FA,1,,,NA,NA,,999,999,999,999,999.0,1831
Jared Bernhardt,8663,WR,FA,1,1997-09-12,28.0,4911488,jared bernhardt,,999,999,999,999,999.0,1832
Spencer Brown,7867,RB,FA,3,1998-11-13,26.8,NA,NA,,999,999,999,999,999.0,1833
Brandon Lloyd,386,WR,FA,11,1981-07-05,44.2,NA,NA,,999,999,999,999,999.0,1834
Hunter Long,7535,TE,JAC,4,1998-08-19,27.0,4239944,hunter long,8,999,397,450,999,999.0,1835
Ladarius Green,1139,TE,FA,8,1990-05-29,35.3,NA,NA,,999,999,999,999,999.0,1836
Tashard Choice,66,RB,FA,6,1984-11-20,40.8,NA,NA,,999,999,999,999,999.0,1837
Kalif Jackson,8088,TE,MIA,1,,,NA,NA,12,999,999,999,999,999.0,1838
Aldrick Robinson,919,WR,FA,11,1988-09-24,36.9,NA,NA,,999,999,999,999,999.0,1839
Alan Bonner,1424,WR,FA,3,1990-11-05,34.8,NA,NA,,999,999,999,999,999.0,1840
Jonathan Garibay,8812,K,FA,1,,,4569390,jonathan garibay,,999,999,999,999,999.0,1841
Kurt Benkert,5142,QB,FA,4,1995-07-17,30.1,NA,NA,,999,999,999,999,999.0,1842
Owen Wright,11384,RB,FA,2,1999-02-28,26.5,4249616,owen wright,,999,999,999,999,999.0,1843
Aaron Lacombe,5772,WR,FA,4,1995-04-06,30.4,NA,NA,,999,999,999,999,999.0,1844
Michael Roberts,4164,TE,FA,5,1994-05-07,31.3,NA,NA,,999,999,999,999,999.0,1845
Anthony Johnson,5929,WR,FA,3,1995-01-29,30.6,NA,NA,,999,999,999,999,999.0,1846
Ryan Nall,5163,RB,FA,4,1995-12-27,29.7,NA,NA,,999,999,999,999,999.0,1847
Ervin Philips,5216,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,1848
Bryce Oliver,11959,WR,TEN,1,2000-05-19,25.3,4362617,bryce oliver,10,999,999,999,999,999.0,1849
John Stephens,11511,TE,DAL,2,1999-09-23,25.9,4362489,john stephens,10,999,999,999,999,999.0,1850
Darrius Sims,4835,RB,FA,5,1994-10-26,30.9,NA,NA,,999,999,999,999,999.0,1851
Collin Schlee,13119,QB,FA,0,2001-05-30,24.3,NA,NA,,999,999,999,999,999.0,1852
Domenik Hixon,65,WR,FA,8,1984-10-08,40.9,NA,NA,,999,999,999,999,999.0,1853
Marcus Johnson,3445,WR,FA,7,1994-08-05,31.1,NA,NA,,999,999,999,999,999.0,1854
Josh Doctson,3178,WR,FA,6,1992-12-03,32.7,NA,NA,,999,999,999,999,999.0,1855
Kyle Markway,7378,TE,FA,2,1997-03-04,28.5,NA,NA,,999,999,999,999,999.0,1856
Joseph Fauria,1628,TE,FA,7,1990-01-16,35.6,NA,NA,,999,999,999,999,999.0,1857
Brenton Bersin,1742,WR,FA,8,1990-05-09,35.3,NA,NA,,999,999,999,999,999.0,1858
Deven Thompkins,8253,WR,FA,3,1999-12-23,25.7,4374187,deven thompkins,,999,999,999,999,999.0,1859
Malachi Carter,11526,WR,FA,1,2000-03-15,25.5,NA,NA,,999,999,999,999,999.0,1860
Brett Favre,462,QB,FA,20,1969-10-10,55.9,NA,NA,,999,999,999,999,999.0,1861
Nick Tiano,7465,QB,FA,2,1996-12-10,28.7,NA,NA,,999,999,999,999,999.0,1862
Jalen Guyton,6421,WR,FA,5,1997-06-07,28.2,3932430,jalen guyton,,999,999,999,999,999.0,1863
Antony Auclair,4468,TE,FA,5,1993-05-28,32.3,NA,NA,,999,999,999,999,999.0,1864
Jordan Campbell,1611,FB,FA,1,1988-06-29,37.2,NA,NA,,999,999,999,999,999.0,1865
Dayton Wade,11964,WR,BAL,1,2000-09-08,25.0,NA,NA,7,999,999,999,999,999.0,1866
J.P. Holtz,3695,TE,FA,7,1993-08-28,32.0,2970262,jp holtz,,999,999,999,999,999.0,1867
Dontre Wilson,4941,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,1868
Darece Roberson,7623,WR,FA,1,1998-07-29,27.1,NA,NA,,999,999,999,999,999.0,1869
Irvin Charles,8861,WR,NYJ,3,1997-04-13,28.4,3929636,irvin charles,9,999,999,999,999,999.0,1870
Phil Lutz,13258,WR,FA,0,,,NA,NA,,999,999,999,999,999.0,1871
Floyd Allen,6697,WR,FA,3,1996-07-16,29.1,NA,NA,,999,999,999,999,999.0,1872
Paxton Lynch,3170,QB,FA,6,1994-02-12,31.6,NA,NA,,999,999,999,999,999.0,1873
Beau Sandland,3407,TE,FA,6,1993-02-23,32.5,NA,NA,,999,999,999,999,999.0,1874
Jacob Harris,7703,WR,FA,4,1997-04-16,28.4,3932144,jacob harris,,999,999,999,999,999.0,1875
Marcus Martin,5558,RB,FA,4,1995-02-16,30.5,NA,NA,,999,999,999,999,999.0,1876
David Garrard,41,QB,FA,10,1978-02-14,47.5,NA,NA,,999,999,999,999,999.0,1877
Joseph Ngata,11276,WR,FA,2,2001-01-09,24.6,4426426,joseph ngata,,999,999,999,999,999.0,1878
Jeremy Kelley,1432,WR,FA,1,1988-06-09,37.2,NA,NA,,999,999,999,999,999.0,1879
Aaron Murray,2019,QB,FA,6,1990-11-10,34.8,NA,NA,,999,999,999,999,999.0,1880
Treveyon Pratt,12355,WR,FA,1,2000-05-26,25.3,NA,NA,,999,999,999,999,999.0,1881
Marquez Clark,2846,WR,FA,10,1991-09-26,33.9,NA,NA,,999,999,999,999,999.0,1882
Nay'Quan Wright,13250,RB,FA,0,,,NA,NA,,999,999,999,999,999.0,1883
Keilahn Harris,11190,WR,FA,1,2001-01-08,24.6,NA,NA,,999,999,999,999,999.0,1884
Matthew Mulligan,469,TE,FA,12,1985-01-18,40.6,NA,NA,,999,999,999,999,999.0,1885
Jordan Jones,7264,FB,FA,2,1997-01-20,28.6,NA,NA,,999,999,999,999,999.0,1886
Dorin Dickerson,542,TE,FA,4,1988-03-31,37.4,NA,NA,,999,999,999,999,999.0,1887
Mik'Quan Deane,6490,TE,FA,3,,,NA,NA,,999,999,999,999,999.0,1888
Carlos Henderson,4108,WR,FA,5,1994-12-19,30.7,NA,NA,,999,999,999,999,999.0,1889
Jamison Crowder,2410,WR,FA,10,1993-06-17,32.2,2576716,jamison crowder,,999,999,999,999,999.0,1890
Tony Jones,6984,RB,FA,5,1997-11-24,27.8,4046676,tony jones,,999,999,999,999,999.0,1891
Brandon Johnson,3901,RB,FA,0,1993-04-02,32.4,4035198,brandon johnson,,999,999,999,999,999.0,1892
Jack Doyle,1706,TE,IND,9,1990-05-05,35.3,NA,NA,11,999,999,999,999,999.0,1893
Michael Miller,3588,TE,FA,9,1991-09-23,33.9,NA,NA,,999,999,999,999,999.0,1894
Nick Schuessler,4926,QB,PIT,1,,,NA,NA,5,999,999,999,999,999.0,1895
Daniel Williams,4829,WR,FA,5,1995-08-06,30.1,NA,NA,,999,999,999,999,999.0,1896
Joey Iosefa,2530,RB,FA,5,1991-06-19,34.2,NA,NA,,999,999,999,999,999.0,1897
DJ Williams,935,TE,FA,4,1988-09-10,37.0,4567216,dj williams,,999,999,999,999,999.0,1898
Nick O'Leary,2495,TE,FA,7,1992-08-31,33.0,NA,NA,,999,999,999,999,999.0,1899
Ke'Shawn Vaughn,6885,RB,FA,5,1997-05-04,28.3,3917612,keshawn vaughn,,999,999,999,999,999.0,1900
Sean Ryan,11387,WR,FA,1,1999-01-21,26.6,NA,NA,,999,999,999,999,999.0,1901
Trey Millard,2262,RB,FA,8,1991-07-21,34.1,NA,NA,,999,999,999,999,999.0,1902
Seth Dawkins,7426,WR,FA,2,1998-08-16,27.0,NA,NA,,999,999,999,999,999.0,1903
D'Ernest Johnson,6694,RB,BAL,6,1996-02-27,29.5,3139602,dernest johnson,7,999,999,999,999,999.0,1904
Cody Parkey,1974,K,FA,8,1992-02-19,33.5,NA,NA,,999,999,999,999,999.0,1905
Matt McCrane,5386,K,FA,6,1994-09-08,31.0,NA,NA,,999,999,999,999,999.0,1906
Jeremy Ross,1306,WR,FA,9,1988-03-16,37.5,NA,NA,,999,999,999,999,999.0,1907
Bruno Labelle,7734,TE,FA,1,1997-06-03,28.2,NA,NA,,999,999,999,999,999.0,1908
Torrence Allen,2041,WR,FA,2,1991-03-31,34.4,NA,NA,,999,999,999,999,999.0,1909
Gabe Holmes,2714,TE,FA,7,1991-03-29,34.4,NA,NA,,999,999,999,999,999.0,1910
David Marvin,5247,K,FA,4,1995-04-05,30.4,NA,NA,,999,999,999,999,999.0,1911
Devin Duvernay,6847,WR,CHI,5,1997-09-12,28.0,4039050,devin duvernay,5,999,999,999,999,999.0,1912
Jake Wieneke,5211,WR,FA,4,1994-09-14,31.0,NA,NA,,999,999,999,999,999.0,1913
Tim Boyle,5257,QB,FA,7,1994-10-03,30.9,3045169,tim boyle,,999,999,999,999,999.0,1914
Devin Carter,12019,WR,FA,1,2002-03-18,23.5,NA,NA,,999,999,999,999,999.0,1915
Robert Davis,4285,WR,FA,5,1995-04-02,30.4,NA,NA,,999,999,999,999,999.0,1916
Kalil Pimpleton,8248,WR,FA,1,1998-12-09,26.7,NA,NA,,999,999,999,999,999.0,1917
Shay Fields,5431,WR,FA,4,1996-06-22,29.2,NA,NA,,999,999,999,999,999.0,1918
Jeff Heuerman,2397,TE,FA,7,1992-11-24,32.8,NA,NA,,999,999,999,999,999.0,1919
Brian St Pierre,761,QB,FA,8,1979-11-28,45.8,NA,NA,,999,999,999,999,999.0,1920
Dalton Sturm,5167,QB,FA,4,1995-09-15,30.0,NA,NA,,999,999,999,999,999.0,1921
Tre Watson,13116,TE,KC,0,,,NA,NA,10,999,999,999,999,999.0,1922
Trestan Ebner,8189,RB,FA,1,1999-01-02,26.7,4259169,trestan ebner,,999,999,999,999,999.0,1923
Ryan O'Malley,3842,TE,FA,6,1993-07-24,32.1,NA,NA,,999,999,999,999,999.0,1924
Jonathan Williams,3312,RB,FA,8,1994-02-02,31.6,2980077,jonathan williams,,999,999,999,999,999.0,1925
Troy Niklas,2245,TE,FA,6,1992-09-18,33.0,NA,NA,,999,999,999,999,999.0,1926
JaMycal Hasty,6996,RB,MIA,5,1996-09-12,29.0,3928925,jamycal hasty,12,999,999,999,999,999.0,1927
Jaylon Moore,7191,WR,FA,4,1997-07-01,28.2,NA,NA,,999,999,999,999,999.0,1928
Karan Higdon,5976,RB,FA,3,1996-09-08,29.0,NA,NA,,999,999,999,999,999.0,1929
C.J. Fiedorowicz,1951,TE,FA,6,1991-10-22,33.9,NA,NA,,999,999,999,999,999.0,1930
Jordan Palmer,50,QB,FA,5,1984-05-30,41.3,NA,NA,,999,999,999,999,999.0,1931
Antonio Gandy-Golden,6906,TE,FA,2,1998-04-11,27.4,NA,NA,,999,999,999,999,999.0,1932
Toby Gerhart,604,RB,FA,10,1987-03-28,38.4,NA,NA,,999,999,999,999,999.0,1933
Keleki Latu,12765,TE,BUF,0,2002-08-13,23.1,NA,NA,7,999,999,999,999,999.0,1934
Jjay Mcafee,12095,TE,FA,1,,,NA,NA,,999,999,999,999,999.0,1935
Michael Robinson,723,RB,FA,8,1983-02-06,42.6,NA,NA,,999,999,999,999,999.0,1936
Andrew Hawkins,831,WR,FA,9,1986-03-10,39.5,NA,NA,,999,999,999,999,999.0,1937
Damiere Byrd,2673,WR,FA,9,1993-01-27,32.6,2577667,damiere byrd,,999,999,999,999,999.0,1938
Josh Caldwell,6710,RB,FA,3,1996-05-28,29.3,NA,NA,,999,999,999,999,999.0,1939
Brycen Hopkins,6926,TE,FA,4,1997-03-27,28.4,3918003,brycen hopkins,,999,999,999,999,999.0,1940
Dedrick Mills,7893,RB,FA,1,1996-12-27,28.7,NA,NA,,999,999,999,999,999.0,1941
Jack Stoll,7946,TE,NO,4,1998-01-28,27.6,4034862,jack stoll,11,999,999,999,999,999.0,1942
Arian Foster,669,RB,FA,11,1986-08-24,39.0,NA,NA,,999,999,999,999,999.0,1943
Ryan Nassib,1495,QB,FA,7,1990-03-10,35.5,NA,NA,,999,999,999,999,999.0,1944
Will Ratelle,3670,FB,FA,6,1993-03-01,32.5,NA,NA,,999,999,999,999,999.0,1945
Ricardo Louis,3275,WR,FA,6,1994-03-23,31.4,NA,NA,,999,999,999,999,999.0,1946
Dez Fitzpatrick,7729,WR,FA,4,1997-12-17,27.7,4036026,dez fitzpatrick,,999,999,999,999,999.0,1947
Quadree Henderson,5279,WR,FA,4,1996-09-12,29.0,NA,NA,,999,999,999,999,999.0,1948
Tommy Hudson,7439,TE,FA,4,1997-02-22,28.5,NA,NA,,999,999,999,999,999.0,1949
Riley Cooper,582,WR,FA,10,1987-09-09,38.0,NA,NA,,999,999,999,999,999.0,1950
Otis Anderson,8077,RB,FA,1,1998-11-12,26.8,NA,NA,,999,999,999,999,999.0,1951
Ricky Collins,2935,WR,FA,10,1992-03-05,33.5,NA,NA,,999,999,999,999,999.0,1952
Darvin Kidsy,5722,WR,FA,4,1995-03-19,30.5,NA,NA,,999,999,999,999,999.0,1953
Brayden Willis,10224,TE,SF,2,1999-11-11,25.8,4360290,brayden willis,14,999,999,999,999,999.0,1954
Andre Johnson,92,WR,FA,17,1981-07-11,44.1,NA,NA,,999,999,999,999,999.0,1955
Clive Walford,2373,TE,FA,7,1991-10-01,33.9,NA,NA,,999,999,999,999,999.0,1956
Tony Scheffler,688,TE,FA,8,1983-02-15,42.5,NA,NA,,999,999,999,999,999.0,1957
Cam Camper,12906,WR,FA,0,2001-08-21,24.0,NA,NA,,999,999,999,999,999.0,1958
Devante Mays,4244,RB,FA,5,1994-05-26,31.3,NA,NA,,999,999,999,999,999.0,1959
Kawaan Baker,7752,WR,FA,4,1998-08-24,27.0,NA,NA,,999,999,999,999,999.0,1960
Jarrett Boykin,1173,WR,FA,4,1989-11-04,35.8,NA,NA,,999,999,999,999,999.0,1961
Kiero Small,2280,FB,FA,1,1989-05-01,36.3,NA,NA,,999,999,999,999,999.0,1962
Jacob Huesman,3978,QB,FA,5,1993-02-27,32.5,NA,NA,,999,999,999,999,999.0,1963
Dan Orlovsky,374,QB,FA,15,1983-08-18,42.0,NA,NA,,999,999,999,999,999.0,1964
Doug Baldwin,988,WR,FA,11,1988-09-21,36.9,NA,NA,,999,999,999,999,999.0,1965
Gunner Olszewski,6699,WR,NYG,6,1996-11-26,28.8,4424106,gunner olszewski,14,999,999,999,999,999.0,1966
Austin Ramesh,5238,FB,FA,4,1995-01-31,30.6,NA,NA,,999,999,999,999,999.0,1967
Colby Pearson,4738,WR,FA,5,1995-01-19,30.6,NA,NA,,999,999,999,999,999.0,1968
Mike McFarland,2867,TE,FA,1,1991-11-15,33.8,NA,NA,,999,999,999,999,999.0,1969
Geremy Davis,2487,WR,FA,7,1992-01-10,33.6,NA,NA,,999,999,999,999,999.0,1970
Charles McClelland,11102,RB,FA,1,1999-04-10,26.4,NA,NA,,999,999,999,999,999.0,1971
Darrell Stewart,7056,WR,FA,2,1996-07-14,29.1,NA,NA,,999,999,999,999,999.0,1972
Elijah McGuire,4263,RB,KC,5,1994-06-01,31.3,NA,NA,10,999,999,999,999,999.0,1973
JaQuae Jackson,11940,WR,LAC,1,2000-01-30,25.6,NA,NA,12,999,999,999,999,999.0,1974
Jeff Luc,2571,TE,FA,1,1992-02-14,33.5,NA,NA,,999,999,999,999,999.0,1975
Romar Morris,3883,RB,FA,6,1992-10-21,32.9,NA,NA,,999,999,999,999,999.0,1976
Aaron Fuller,6967,WR,FA,2,1997-09-30,27.9,NA,NA,,999,999,999,999,999.0,1977
Tyrone Swoopes,4678,TE,FA,5,1994-11-14,30.8,NA,NA,,999,999,999,999,999.0,1978
Tim DeMorat,11163,QB,FA,1,1999-10-18,25.9,NA,NA,,999,999,999,999,999.0,1979
Kevin Smith,2295,WR,FA,6,1991-12-21,33.7,NA,NA,,999,999,999,999,999.0,1980
Dustin Vaughan,2075,QB,FA,8,1991-01-27,34.6,NA,NA,,999,999,999,999,999.0,1981
Josh Scobee,275,K,FA,16,1982-06-23,43.2,NA,NA,,999,999,999,999,999.0,1982
BJ Baylor,8240,RB,FA,1,1998-09-08,27.0,NA,NA,,999,999,999,999,999.0,1983
Samson Nacua,8824,WR,FA,1,,,NA,NA,,999,999,999,999,999.0,1984
Cole Herdman,6460,TE,FA,3,1995-06-27,30.2,NA,NA,,999,999,999,999,999.0,1985
Jaxon Janke,12173,WR,FA,1,1999-11-10,25.8,NA,NA,,999,999,999,999,999.0,1986
Keith Kirkwood,5134,WR,BAL,7,1994-12-26,30.7,3046401,keith kirkwood,7,999,999,999,999,999.0,1987
Cayleb Jones,3447,WR,FA,6,1993-03-21,32.4,NA,NA,,999,999,999,999,999.0,1988
Cade York,8258,K,FA,3,2001-01-27,24.6,4428963,cade york,,999,999,999,999,999.0,1989
Jake Funk,7771,RB,FA,3,1998-01-11,27.6,4036224,jake funk,,999,999,999,999,999.0,1990
Keith Marshall,3397,RB,FA,6,1994-02-16,31.5,NA,NA,,999,999,999,999,999.0,1991
Michael Rector,4599,WR,FA,5,1993-12-16,31.7,NA,NA,,999,999,999,999,999.0,1992
Wes Lunt,4406,QB,FA,5,1993-10-07,31.9,NA,NA,,999,999,999,999,999.0,1993
Tevin Coleman,2378,RB,FA,8,1993-04-16,32.4,NA,NA,,999,999,999,999,999.0,1994
Justin Rigg,8778,TE,FA,2,1998-03-13,27.5,NA,NA,,999,999,999,999,999.0,1995
Taylor Sloat,2921,TE,FA,0,,,NA,NA,,999,999,999,999,999.0,1996
Kevin Marks,8424,RB,FA,1,1998-03-31,27.4,NA,NA,,999,999,999,999,999.0,1997
David Richards,3672,WR,FA,0,1993-05-04,32.3,NA,NA,,999,999,999,999,999.0,1998
Kennedy Brooks,8152,RB,FA,1,1998-10-08,26.9,NA,NA,,999,999,999,999,999.0,1999
Praise Olatoke,12370,WR,FA,1,2000-06-23,25.2,NA,NA,,999,999,999,999,999.0,2000
Hakeem Nicks,474,WR,FA,11,1988-01-14,37.6,NA,NA,,999,999,999,999,999.0,2001
James Mitchell,8170,TE,CAR,3,1999-08-11,26.1,4361988,james mitchell,14,999,999,999,999,999.0,2002
Damien Williams,1833,RB,FA,9,1992-04-03,33.4,17359,damien williams,,999,999,999,999,999.0,2003
Bryce Bobo,5787,WR,FA,4,1995-06-21,30.2,NA,NA,,999,999,999,999,999.0,2004
Joe McKnight,523,RB,FA,4,1988-04-16,37.4,NA,NA,,999,999,999,999,999.0,2005
Darius Victor,4791,RB,FA,5,1994-03-18,31.5,NA,NA,,999,999,999,999,999.0,2006
Zach Horton,13110,TE,DET,0,,,NA,NA,8,999,999,999,999,999.0,2007
Seyi Ajirotutu,570,WR,FA,10,1987-06-12,38.2,NA,NA,,999,999,999,999,999.0,2008
Je'Quan Burton,12144,WR,FA,1,2000-03-08,25.5,NA,NA,,999,999,999,999,999.0,2009
Parker Hesse,6662,TE,FA,5,1995-05-26,30.3,3144991,parker hesse,,999,999,999,999,999.0,2010
Ian Wheeler,12036,RB,FA,1,2001-09-15,24.0,NA,NA,,999,999,999,999,999.0,2011
Jaelon Acklin,5140,WR,FA,4,1995-08-10,30.1,NA,NA,,999,999,999,999,999.0,2012
Sean McGrath,1323,TE,FA,8,1987-12-03,37.7,NA,NA,,999,999,999,999,999.0,2013
Marshall Morgan,3579,K,FA,9,1993-11-28,31.8,NA,NA,,999,999,999,999,999.0,2014
C.J. Spiller,507,RB,FA,10,1987-08-05,38.1,NA,NA,,999,999,999,999,999.0,2015
Freddie Brown,4825,WR,FA,0,1986-06-24,39.2,NA,NA,,999,999,999,999,999.0,2016
Josh Gordon,1244,WR,FA,10,1991-04-13,34.4,NA,NA,,999,999,999,999,999.0,2017
Christine Michael,1596,RB,FA,9,1990-11-09,34.8,NA,NA,,999,999,999,999,999.0,2018
Jonah Trinnaman,5384,WR,FA,4,1996-07-20,29.1,NA,NA,,999,999,999,999,999.0,2019
Michael Bandy,8076,WR,DEN,4,1997-12-05,27.7,4034704,michael bandy,12,999,999,999,999,999.0,2020
Stephen Gosnell,12756,WR,BUF,0,,,NA,NA,7,999,999,999,999,999.0,2021
George Holani,12048,RB,SEA,1,1999-12-16,25.7,4429835,george holani,8,999,419,450,999,999.0,2022
Clayton Tune,10217,QB,GB,2,1999-03-23,26.4,4360175,clayton tune,5,999,999,999,999,999.0,2023
Daniel Lasco,3392,RB,FA,6,1992-10-09,32.9,NA,NA,,999,999,999,999,999.0,2024
Leon Washington,697,RB,FA,9,1982-08-29,43.0,NA,NA,,999,999,999,999,999.0,2025
Dalen Cambre,12888,WR,FA,0,2001-04-10,24.4,NA,NA,,999,999,999,999,999.0,2026
Clay Harbor,584,TE,FA,10,1987-07-02,38.2,NA,NA,,999,999,999,999,999.0,2027
Kyle Williams,7437,WR,FA,2,1998-10-15,26.9,4613202,kyle williams,,999,999,999,999,999.0,2028
Danny Anthrop,3454,WR,FA,9,1993-05-29,32.3,NA,NA,,999,999,999,999,999.0,2029
Braydon Johnson,11496,WR,FA,1,1998-12-02,26.7,NA,NA,,999,999,999,999,999.0,2030
Rysen John,7379,TE,FA,2,1997-12-20,27.7,NA,NA,,999,999,999,999,999.0,2031
Karlos Williams,2458,RB,FA,5,1993-05-04,32.3,NA,NA,,999,999,999,999,999.0,2032
Justin Blackmon,1114,WR,FA,10,1990-01-09,35.6,NA,NA,,999,999,999,999,999.0,2033
Jared Abbrederis,2132,WR,FA,6,1990-12-07,34.7,NA,NA,,999,999,999,999,999.0,2034
Darrell Henderson,5916,RB,FA,4,1997-08-19,28.0,4039359,darrell henderson,,999,999,999,999,999.0,2035
Stanley Morgan,6069,WR,FA,6,1996-09-07,29.0,3699902,stanley morgan,,999,999,999,999,999.0,2036
Eric Wallace,3908,TE,FA,6,1988-12-13,36.7,NA,NA,,999,999,999,999,999.0,2037
Marcel Reece,126,FB,FA,12,1985-06-23,40.2,NA,NA,,999,999,999,999,999.0,2038
Camerun Peoples,10211,RB,FA,1,1999-09-14,26.0,NA,NA,,999,999,999,999,999.0,2039
Peyton Manning,294,QB,FA,22,1976-03-24,49.4,NA,NA,,999,999,999,999,999.0,2040
Jhurell Pressley,3463,RB,FA,6,1992-05-20,33.3,NA,NA,,999,999,999,999,999.0,2041
Quintin Morris,7536,TE,JAC,4,1999-01-21,26.6,4244049,quintin morris,8,999,999,999,999,999.0,2042
Alex Wesley,6163,WR,FA,3,1995-10-27,29.8,NA,NA,,999,999,999,999,999.0,2043
Adam Choice,6491,RB,FA,3,1995-11-30,29.8,NA,NA,,999,999,999,999,999.0,2044
Jonathan Grimes,1275,RB,FA,8,1989-12-21,35.7,NA,NA,,999,999,999,999,999.0,2045
Sam Bradford,621,QB,FA,11,1987-11-08,37.8,NA,NA,,999,999,999,999,999.0,2046
Ryan Jones,11298,TE,FA,1,1999-08-20,26.0,NA,NA,,999,999,999,999,999.0,2047
Kenny Bell,2465,WR,FA,7,1992-02-25,33.5,NA,NA,,999,999,999,999,999.0,2048
Joshua Kelley,7045,RB,FA,5,1997-11-20,27.8,3910544,joshua kelley,,999,999,999,999,999.0,2049
John Hightower,7086,WR,FA,3,1996-05-31,29.3,NA,NA,,999,999,999,999,999.0,2050
Tre McBride,2544,WR,FA,5,1992-12-01,32.8,NA,NA,,999,999,999,999,999.0,2051
Kai Locksley,7616,WR,FA,1,1996-11-17,28.8,NA,NA,,999,999,999,999,999.0,2052
Marcus Marshall,6548,RB,FA,3,1997-02-23,28.5,NA,NA,,999,999,999,999,999.0,2053
David Morgan,3344,TE,FA,6,1993-05-19,32.3,NA,NA,,999,999,999,999,999.0,2054
Kendall Hinton,7210,WR,FA,3,1997-02-19,28.5,NA,NA,,999,999,999,999,999.0,2055
